book_id,title,author,genres,description,average_rating,ratings_count,reviews_count,cleaned_description,standardized_genres
1102,Whispers from the Magic,Daniel Kahneman,Fantasy,"A compelling read about dragon, elf and legendary. This book explores deep themes, masterfully written by Daniel Kahneman. It stands out in its representation of Fantasy.",3.96,489,70,"a compelling read about dragon, elf and legendary. this book explores deep themes, masterfully written by daniel kahneman. it stands out in its representation of fantasy.",fantasy
1103,Decoding Nature,Brandon Sanderson,Non-fiction,"Uncovering the intricacies of exploration, this masterpiece by Brandon Sanderson combines elements of Non-fiction to create a breathtaking experience. Dive into a world where world and mind shape the ultimate destiny.",3.9,1527,172,"uncovering the intricacies of exploration, this masterpiece by brandon sanderson combines elements of non-fiction to create a breathtaking experience. dive into a world where world and mind shape the ultimate destiny.",non-fiction
1104,Assassin Point,Malcolm Gladwell,Thriller,"A compelling read about survival, chase and escape. This book explores deep themes, masterfully written by Malcolm Gladwell. It stands out in its representation of Thriller.",4.46,339,34,"a compelling read about survival, chase and escape. this book explores deep themes, masterfully written by malcolm gladwell. it stands out in its representation of thriller.",thriller
1105,Decoding Human,Dan Brown,Non-fiction|Fantasy,"Written by the acclaimed author Dan Brown, this title delivers a gripping narrative centering on mind and nature. Ideal for fans of Non-fiction, Fantasy, it offers an immersive journey filled with spell, realm, exploration, kingdom.",3.47,5893,725,"written by the acclaimed author dan brown, this title delivers a gripping narrative centering on mind and nature. ideal for fans of non-fiction, fantasy, it offers an immersive journey filled with spell, realm, exploration, kingdom.",fantasy|non-fiction
1106,The Facts of Everything,Stephen King,Non-fiction|Business,"A compelling read about marketing, analysis, reality, sales, finance and culture. This book explores deep themes, masterfully written by Stephen King. It stands out in its representation of Non-fiction, Business.",3.67,924,123,"a compelling read about marketing, analysis, reality, sales, finance and culture. this book explores deep themes, masterfully written by stephen king. it stands out in its representation of non-fiction, business.",business|non-fiction
1107,Letters from Century,J.R.R. Tolkien,Historical Fiction,"A compelling read about heritage, history and ancient. This book explores deep themes, masterfully written by J.R.R. Tolkien. It stands out in its representation of Historical Fiction.",4.34,787,73,"a compelling read about heritage, history and ancient. this book explores deep themes, masterfully written by j.r.r. tolkien. it stands out in its representation of historical fiction.",historical fiction
1108,The Heir of Quest,Ray Bradbury,Fantasy,"A compelling read about magic, quest and legendary. This book explores deep themes, masterfully written by Ray Bradbury. It stands out in its representation of Fantasy.",4.13,514,38,"a compelling read about magic, quest and legendary. this book explores deep themes, masterfully written by ray bradbury. it stands out in its representation of fantasy.",fantasy
1109,The Corporate Startup,Peter Thiel,Business,"Written by the acclaimed author Peter Thiel, this title delivers a gripping narrative centering on sales and startup. Ideal for fans of Business, it offers an immersive journey filled with entrepreneur.",3.77,2872,291,"written by the acclaimed author peter thiel, this title delivers a gripping narrative centering on sales and startup. ideal for fans of business, it offers an immersive journey filled with entrepreneur.",business
1110,The Romance Promise,J.R.R. Tolkien,Romance,"Written by the acclaimed author J.R.R. Tolkien, this title delivers a gripping narrative centering on relationship and lovers. Ideal for fans of Romance, it offers an immersive journey filled with emotional.",4.1,80,6,"written by the acclaimed author j.r.r. tolkien, this title delivers a gripping narrative centering on relationship and lovers. ideal for fans of romance, it offers an immersive journey filled with emotional.",romance
1111,Shadows of History,Philip K. Dick,Historical Fiction|Mystery,"A compelling read about empire, generation, clue, heritage, murder and secrets. This book explores deep themes, masterfully written by Philip K. Dick. It stands out in its representation of Historical Fiction, Mystery.",3.76,1100,135,"a compelling read about empire, generation, clue, heritage, murder and secrets. this book explores deep themes, masterfully written by philip k. dick. it stands out in its representation of historical fiction, mystery.",historical fiction|mystery
1112,Inside Science,James Clear,Non-fiction,"Uncovering the intricacies of world, this masterpiece by James Clear combines elements of Non-fiction to create a breathtaking experience. Dive into a world where human and reality shape the ultimate destiny.",4.39,161,21,"uncovering the intricacies of world, this masterpiece by james clear combines elements of non-fiction to create a breathtaking experience. dive into a world where human and reality shape the ultimate destiny.",non-fiction
1113,Echoes of Robot,Philip K. Dick,Science Fiction,"Uncovering the intricacies of galaxy, this masterpiece by Philip K. Dick combines elements of Science Fiction to create a breathtaking experience. Dive into a world where star and dimensions shape the ultimate destiny.",3.74,1333,171,"uncovering the intricacies of galaxy, this masterpiece by philip k. dick combines elements of science fiction to create a breathtaking experience. dive into a world where star and dimensions shape the ultimate destiny.",science fiction
1114,Goals Habits,Simon Sinek,Self-Help,"Written by the acclaimed author Simon Sinek, this title delivers a gripping narrative centering on motivation and lifestyle. Ideal for fans of Self-Help, it offers an immersive journey filled with focus.",3.83,444,51,"written by the acclaimed author simon sinek, this title delivers a gripping narrative centering on motivation and lifestyle. ideal for fans of self-help, it offers an immersive journey filled with focus.",self-help
1115,The Generation Secret,Ken Follett,Historical Fiction|Romance,"Uncovering the intricacies of war, this masterpiece by Ken Follett combines elements of Historical Fiction, Romance to create a breathtaking experience. Dive into a world where date and devotion shape the ultimate destiny.",3.47,1026,147,"uncovering the intricacies of war, this masterpiece by ken follett combines elements of historical fiction, romance to create a breathtaking experience. dive into a world where date and devotion shape the ultimate destiny.",historical fiction|romance
1116,Vanished in Case,Peter Thiel,Mystery,"Written by the acclaimed author Peter Thiel, this title delivers a gripping narrative centering on clue and murder. Ideal for fans of Mystery, it offers an immersive journey filled with detective.",4.0,166,11,"written by the acclaimed author peter thiel, this title delivers a gripping narrative centering on clue and murder. ideal for fans of mystery, it offers an immersive journey filled with detective.",mystery
