book_id,title,author,genres,description,average_rating,ratings_count,reviews_count
1126,12 Rules of Success,Agatha Christie,Self-Help,"Uncovering the intricacies of productivity, this masterpiece by Agatha Christie combines elements of Self-Help to create a breathtaking experience. Dive into a world where lifestyle and motivation shape the ultimate destiny.",3.5,2220,119
1127,Zero to Startup,Ray Bradbury,Business,"A compelling read about economy, strategy and entrepreneur. This book explores deep themes, masterfully written by Ray Bradbury. It stands out in its representation of Business.",3.02,3999,589
1128,Whispers from the Prophecy,Ray Bradbury,Fantasy,"A compelling read about hero, dragon and sword. This book explores deep themes, masterfully written by Ray Bradbury. It stands out in its representation of Fantasy.",3.02,1001,121
1129,A Love in Romance,Yuval Noah Harari,Romance,"Uncovering the intricacies of spark, this masterpiece by Yuval Noah Harari combines elements of Romance to create a breathtaking experience. Dive into a world where date and emotional shape the ultimate destiny.",4.01,482,42
1130,A Love in Passion,Stephen King,Romance,"A compelling read about romance, affection and emotional. This book explores deep themes, masterfully written by Stephen King. It stands out in its representation of Romance.",3.52,723,66
1131,Decoding Nature,James Clear,Non-fiction,"Written by the acclaimed author James Clear, this title delivers a gripping narrative centering on human and mind. Ideal for fans of Non-fiction, it offers an immersive journey filled with analysis.",3.99,1169,84
1132,The Leadership Economy,Dale Carnegie,Business|Non-fiction|Fantasy,"A compelling read about marketing, corporate, facts, wizard, spell, sales, human, exploration and magic. This book explores deep themes, masterfully written by Dale Carnegie. It stands out in its representation of Business, Non-fiction, Fantasy.",4.09,344,49
1133,The Murder Enigma,Tim Ferriss,Mystery|Biography,"A compelling read about struggle, triumph, mystery, autobiography, truth and investigation. This book explores deep themes, masterfully written by Tim Ferriss. It stands out in its representation of Mystery, Biography.",3.75,226,18
1134,Leading the Wealth,George R.R. Martin,Business|Science Fiction,"A compelling read about innovation, leadership, galaxy, technology, future and economy. This book explores deep themes, masterfully written by George R.R. Martin. It stands out in its representation of Business, Science Fiction.",4.1,262,14
1135,No Way Conspiracy,Brandon Sanderson,Thriller,"Written by the acclaimed author Brandon Sanderson, this title delivers a gripping narrative centering on conspiracy and action. Ideal for fans of Thriller, it offers an immersive journey filled with agent.",2.49,424,35
1136,12 Rules of Lifestyle,Philip K. Dick,Self-Help|Science Fiction,"Written by the acclaimed author Philip K. Dick, this title delivers a gripping narrative centering on alien and lifestyle. Ideal for fans of Self-Help, Science Fiction, it offers an immersive journey filled with happiness, discipline, cybernetic, dimensions.",4.1,38,2
1137,Letters from Vintage,Arthur C. Clarke,Historical Fiction,"Uncovering the intricacies of empire, this masterpiece by Arthur C. Clarke combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where generation and ancient shape the ultimate destiny.",4.4,968,121
1138,12 Rules of Growth,Malcolm Gladwell,Self-Help,"Uncovering the intricacies of happiness, this masterpiece by Malcolm Gladwell combines elements of Self-Help to create a breathtaking experience. Dive into a world where lifestyle and wisdom shape the ultimate destiny.",3.72,542,41
1139,The Marketing Startup,Adam Grant,Business,"Uncovering the intricacies of marketing, this masterpiece by Adam Grant combines elements of Business to create a breathtaking experience. Dive into a world where startup and wealth shape the ultimate destiny.",3.28,81,9
1140,Beyond the Cybernetic Frontier,J.K. Rowling,Science Fiction|Biography|Business,"A compelling read about achievement, innovation, artificial intelligence, entrepreneur, future, personal, space, economy and life. This book explores deep themes, masterfully written by J.K. Rowling. It stands out in its representation of Science Fiction, Biography, Business.",4.51,237,16
1141,The Triumph Legacy,Arthur C. Clarke,Biography,"A compelling read about achievement, portrait and personal. This book explores deep themes, masterfully written by Arthur C. Clarke. It stands out in its representation of Biography.",3.21,1687,233
1142,The Assassin Threat,Jane Austen,Thriller|Self-Help|Romance,"Written by the acclaimed author Jane Austen, this title delivers a gripping narrative centering on date and love. Ideal for fans of Thriller, Self-Help, Romance, it offers an immersive journey filled with mindset, deadly, wisdom, happiness, heart, chase, assassin.",3.66,1383,100
1143,The Goals Mindset,Colleen Hoover,Self-Help|Historical Fiction,"Uncovering the intricacies of productivity, this masterpiece by Colleen Hoover combines elements of Self-Help, Historical Fiction to create a breathtaking experience. Dive into a world where focus and past shape the ultimate destiny.",3.14,364,42
1144,The Sword of Prophecy,Arthur Conan Doyle,Fantasy,"Uncovering the intricacies of prophecy, this masterpiece by Arthur Conan Doyle combines elements of Fantasy to create a breathtaking experience. Dive into a world where spell and dragon shape the ultimate destiny.",4.03,2137,283
1145,Letters from Generation,Simon Sinek,Historical Fiction,"Uncovering the intricacies of history, this masterpiece by Simon Sinek combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where era and ancient shape the ultimate destiny.",3.3,447,55
1146,Zero to Sales,Arthur Conan Doyle,Business,"Written by the acclaimed author Arthur Conan Doyle, this title delivers a gripping narrative centering on management and innovation. Ideal for fans of Business, it offers an immersive journey filled with finance.",4.43,169,13
1147,Beyond the Space Frontier,J.R.R. Tolkien,Science Fiction,"A compelling read about galaxy, future and star. This book explores deep themes, masterfully written by J.R.R. Tolkien. It stands out in its representation of Science Fiction.",4.2,5976,816
1148,12 Rules of Mindset,Peter Thiel,Self-Help|Science Fiction,"A compelling read about alien, wisdom, discipline, dimensions, success and star. This book explores deep themes, masterfully written by Peter Thiel. It stands out in its representation of Self-Help, Science Fiction.",3.67,74,8
1149,Survival Point,Nicholas Sparks,Thriller,"Uncovering the intricacies of chase, this masterpiece by Nicholas Sparks combines elements of Thriller to create a breathtaking experience. Dive into a world where assassin and deadly shape the ultimate destiny.",3.11,69,5
1150,Echoes of Star,Adam Grant,Science Fiction,"A compelling read about future, star and space. This book explores deep themes, masterfully written by Adam Grant. It stands out in its representation of Science Fiction.",4.32,855,59
1151,The Management Startup,Arthur C. Clarke,Business,"A compelling read about management, finance and wealth. This book explores deep themes, masterfully written by Arthur C. Clarke. It stands out in its representation of Business.",3.88,1108,146
1152,Letters from Generation,Adam Grant,Historical Fiction,"Written by the acclaimed author Adam Grant, this title delivers a gripping narrative centering on war and history. Ideal for fans of Historical Fiction, it offers an immersive journey filled with vintage.",4.46,948,48
1153,The Technology Matrix,Gillian Flynn,Science Fiction,"A compelling read about alien, spaceships and technology. This book explores deep themes, masterfully written by Gillian Flynn. It stands out in its representation of Science Fiction.",3.37,295,37
1154,The Shadow of Spell,Daniel Kahneman,Fantasy,"A compelling read about hero, spell and elf. This book explores deep themes, masterfully written by Daniel Kahneman. It stands out in its representation of Fantasy.",4.06,413,24
1155,Legacy of Past,Ken Follett,Historical Fiction,"A compelling read about heritage, past and war. This book explores deep themes, masterfully written by Ken Follett. It stands out in its representation of Historical Fiction.",4.21,1143,94
1156,A Love in Relationship,Adam Grant,Romance,"A compelling read about love, devotion and lovers. This book explores deep themes, masterfully written by Adam Grant. It stands out in its representation of Romance.",4.21,5044,556
1157,The Murder Enigma,Gillian Flynn,Mystery,"A compelling read about crime, detective and suspect. This book explores deep themes, masterfully written by Gillian Flynn. It stands out in its representation of Mystery.",4.13,5642,524
1158,The Case Enigma,Jane Austen,Mystery,"Uncovering the intricacies of crime, this masterpiece by Jane Austen combines elements of Mystery to create a breathtaking experience. Dive into a world where murder and suspect shape the ultimate destiny.",4.21,265,19
1159,Summer in Spark,Walter Isaacson,Romance,"A compelling read about lovers, date and emotional. This book explores deep themes, masterfully written by Walter Isaacson. It stands out in its representation of Romance.",3.33,1650,185
1160,The Assassin Threat,Brandon Sanderson,Thriller,"Uncovering the intricacies of chase, this masterpiece by Brandon Sanderson combines elements of Thriller to create a breathtaking experience. Dive into a world where escape and threat shape the ultimate destiny.",3.44,1559,87
1161,Calculated Chase,Neil Gaiman,Thriller,"Uncovering the intricacies of chase, this masterpiece by Neil Gaiman combines elements of Thriller to create a breathtaking experience. Dive into a world where urgency and threat shape the ultimate destiny.",3.93,203,27
